date_rev,Product ID,Product Name,Date,Customer Order Quantity,Dispatched Quantity,Year,Month ,Day,first_week_day
11/28/23,555193112,Material_23,28.11.2023,0,14,2023,11,28,11/27/23
1/29/22,555193112,Material_23,29.01.2022,0,63,2022,1,29,1/24/22
1/29/24,555193112,Material_23,29.01.2024,98,105,2024,1,29,1/29/24
2/29/24,555193112,Material_23,29.02.2024,0,280,2024,2,29,2/26/24
3/29/23,555193112,Material_23,29.03.2023,42,49,2023,3,29,3/27/23
4/29/22,555193112,Material_23,29.04.2022,140,0,2022,4,29,4/25/22
4/29/23,555193112,Material_23,29.04.2023,0,511,2023,4,29,4/24/23
5/29/23,555193112,Material_23,29.05.2023,56,0,2023,5,29,5/29/23
6/29/22,555193112,Material_23,29.06.2022,7,133,2022,6,29,6/27/22
6/29/23,555193112,Material_23,29.06.2023,0,105,2023,6,29,6/26/23
7/29/22,555193112,Material_23,29.07.2022,105,119,2022,7,29,7/25/22
7/29/23,555193112,Material_23,29.07.2023,0,105,2023,7,29,7/24/23
8/29/22,555193112,Material_23,29.08.2022,119,217,2022,8,29,8/29/22
8/29/23,555193112,Material_23,29.08.2023,0,70,2023,8,29,8/28/23
9/29/22,555193112,Material_23,29.09.2022,0,91,2022,9,29,9/26/22
9/29/23,555193112,Material_23,29.09.2023,42,42,2023,9,29,9/25/23
10/29/22,555193112,Material_23,29.10.2022,0,371,2022,10,29,10/24/22
11/29/22,555193112,Material_23,29.11.2022,14,168,2022,11,29,11/28/22
11/29/23,555193112,Material_23,29.11.2023,84,0,2023,11,29,11/27/23
12/29/22,555193112,Material_23,29.12.2022,0,0,2022,12,29,12/26/22
1/30/23,555193112,Material_23,30.01.2023,49,0,2023,1,30,1/30/23
3/30/22,555193112,Material_23,30.03.2022,196,175,2022,3,30,3/28/22
3/30/23,555193112,Material_23,30.03.2023,0,238,2023,3,30,3/27/23
4/30/22,555193112,Material_23,30.04.2022,0,350,2022,4,30,4/25/22
5/30/23,555193112,Material_23,30.05.2023,0,252,2023,5,30,5/29/23
6/30/22,555193112,Material_23,30.06.2022,112,441,2022,6,30,6/27/22
6/30/23,555193112,Material_23,30.06.2023,84,322,2023,6,30,6/26/23
7/30/22,555193112,Material_23,30.07.2022,0,399,2022,7,30,7/25/22
8/30/22,555193112,Material_23,30.08.2022,35,154,2022,8,30,8/29/22
8/30/23,555193112,Material_23,30.08.2023,28,238,2023,8,30,8/28/23
9/30/22,555193112,Material_23,30.09.2022,0,210,2022,9,30,9/26/22
9/30/23,555193112,Material_23,30.09.2023,0,238,2023,9,30,9/25/23
10/30/23,555193112,Material_23,30.10.2023,84,84,2023,10,30,10/30/23
11/30/22,555193112,Material_23,30.11.2022,238,252,2022,11,30,11/28/22
11/30/23,555193112,Material_23,30.11.2023,0,539,2023,11,30,11/27/23
1/31/22,555193112,Material_23,31.01.2022,133,0,2022,1,31,1/31/22
1/31/23,555193112,Material_23,31.01.2023,0,189,2023,1,31,1/30/23
1/31/24,555193112,Material_23,31.01.2024,70,98,2024,1,31,1/29/24
3/31/22,555193112,Material_23,31.03.2022,0,252,2022,3,31,3/28/22
3/31/23,555193112,Material_23,31.03.2023,175,392,2023,3,31,3/27/23
5/31/22,555193112,Material_23,31.05.2022,105,217,2022,5,31,5/30/22
5/31/23,555193112,Material_23,31.05.2023,105,280,2023,5,31,5/29/23
7/31/22,555193112,Material_23,31.07.2022,0,7,2022,7,31,7/25/22
7/31/23,555193112,Material_23,31.07.2023,119,105,2023,7,31,7/31/23
8/31/22,555193112,Material_23,31.08.2022,168,266,2022,8,31,8/29/22
8/31/23,555193112,Material_23,31.08.2023,0,196,2023,8,31,8/28/23
10/31/22,555193112,Material_23,31.10.2022,63,350,2022,10,31,10/31/22
10/31/23,555193112,Material_23,31.10.2023,0,98,2023,10,31,10/30/23
5/3/23,555193169,Material_26,03.05.2023,47,0,2023,5,3,5/1/23
5/9/23,555193169,Material_26,09.05.2023,0,47,2023,5,9,5/8/23
9/13/24,555193169,Material_26,13.09.2024,500,0,2024,9,13,9/9/24
7/15/24,555193169,Material_26,15.07.2024,252,0,2024,7,15,7/15/24
7/16/24,555193169,Material_26,16.07.2024,0,252,2024,7,16,7/15/24
9/17/24,555193169,Material_26,17.09.2024,0,500,2024,9,17,9/16/24
1/18/23,555193169,Material_26,18.01.2023,2,0,2023,1,18,1/16/23
3/18/23,555193169,Material_26,18.03.2023,15,0,2023,3,18,3/13/23
1/20/23,555193169,Material_26,20.01.2023,15,2,2023,1,20,1/16/23
1/21/23,555193169,Material_26,21.01.2023,0,15,2023,1,21,1/16/23
3/21/23,555193169,Material_26,21.03.2023,10,0,2023,3,21,3/20/23
1/24/23,555193169,Material_26,24.01.2023,6,0,2023,1,24,1/23/23
1/25/23,555193169,Material_26,25.01.2023,0,6,2023,1,25,1/23/23
3/30/23,555193169,Material_26,30.03.2023,0,25,2023,3,30,3/27/23
2/1/22,555193726,Material_31,01.02.2022,4,212,2022,2,1,1/31/22
2/1/23,555193726,Material_31,01.02.2023,112,0,2023,2,1,1/30/23
2/1/24,555193726,Material_31,01.02.2024,0,24,2024,2,1,1/29/24
3/1/22,555193726,Material_31,01.03.2022,12,0,2022,3,1,2/28/22
3/1/23,555193726,Material_31,01.03.2023,104,0,2023,3,1,2/27/23
3/1/24,555193726,Material_31,01.03.2024,104,0,2024,3,1,2/26/24
4/1/22,555193726,Material_31,01.04.2022,68,0,2022,4,1,3/28/22
4/1/24,555193726,Material_31,01.04.2024,200,0,2024,4,1,4/1/24
8/1/22,555193726,Material_31,01.08.2022,232,0,2022,8,1,8/1/22
8/1/23,555193726,Material_31,01.08.2023,0,308,2023,8,1,7/31/23
9/1/22,555193726,Material_31,01.09.2022,12,0,2022,9,1,8/29/22
9/1/23,555193726,Material_31,01.09.2023,196,0,2023,9,1,8/28/23
10/1/24,555193726,Material_31,01.10.2024,0,104,2024,10,1,9/30/24
11/1/22,555193726,Material_31,01.11.2022,8,0,2022,11,1,10/31/22
11/1/23,555193726,Material_31,01.11.2023,112,0,2023,11,1,10/30/23
11/1/24,555193726,Material_31,01.11.2024,88,1,2024,11,1,10/28/24
12/1/22,555193726,Material_31,01.12.2022,20,0,2022,12,1,11/28/22
1/2/23,555193726,Material_31,02.01.2023,24,0,2023,1,2,1/2/23
1/2/24,555193726,Material_31,02.01.2024,1,1,2024,1,2,1/1/24
2/2/22,555193726,Material_31,02.02.2022,120,0,2022,2,2,1/31/22
2/2/23,555193726,Material_31,02.02.2023,8,0,2023,2,2,1/30/23
3/2/22,555193726,Material_31,02.03.2022,96,0,2022,3,2,2/28/22
5/2/22,555193726,Material_31,02.05.2022,117,1,2022,5,2,5/2/22
5/2/23,555193726,Material_31,02.05.2023,64,0,2023,5,2,5/1/23
6/2/22,555193726,Material_31,02.06.2022,128,0,2022,6,2,5/30/22
6/2/23,555193726,Material_31,02.06.2023,72,0,2023,6,2,5/29/23
7/2/22,555193726,Material_31,02.07.2022,232,0,2022,7,2,6/27/22
8/2/22,555193726,Material_31,02.08.2022,4,0,2022,8,2,8/1/22
8/2/23,555193726,Material_31,02.08.2023,84,8,2023,8,2,7/31/23
8/2/24,555193726,Material_31,02.08.2024,52,0,2024,8,2,7/29/24
9/2/22,555193726,Material_31,02.09.2022,108,0,2022,9,2,8/29/22
9/2/24,555193726,Material_31,02.09.2024,108,0,2024,9,2,9/2/24
10/2/23,555193726,Material_31,02.10.2023,296,0,2023,10,2,10/2/23
10/2/24,555193726,Material_31,02.10.2024,52,0,2024,10,2,9/30/24
11/2/22,555193726,Material_31,02.11.2022,72,0,2022,11,2,10/31/22
12/2/22,555193726,Material_31,02.12.2022,296,0,2022,12,2,11/28/22
1/3/23,555193726,Material_31,03.01.2023,40,0,2023,1,3,1/2/23
1/3/24,555193726,Material_31,03.01.2024,681,1,2024,1,3,1/1/24
2/3/22,555193726,Material_31,03.02.2022,32,4,2022,2,3,1/31/22
2/3/23,555193726,Material_31,03.02.2023,68,112,2023,2,3,1/30/23
3/3/22,555193726,Material_31,03.03.2022,8,0,2022,3,3,2/28/22
3/3/23,555193726,Material_31,03.03.2023,92,0,2023,3,3,2/27/23
4/3/23,555193726,Material_31,03.04.2023,144,0,2023,4,3,4/3/23
4/3/24,555193726,Material_31,03.04.2024,304,0,2024,4,3,4/1/24
5/3/22,555193726,Material_31,03.05.2022,22,2,2022,5,3,5/2/22
5/3/23,555193726,Material_31,03.05.2023,4,0,2023,5,3,5/1/23
5/3/24,555193726,Material_31,03.05.2024,96,0,2024,5,3,4/29/24
6/3/22,555193726,Material_31,03.06.2022,9,1,2022,6,3,5/30/22
7/3/24,555193726,Material_31,03.07.2024,64,0,2024,7,3,7/1/24
8/3/22,555193726,Material_31,03.08.2022,285,1,2022,8,3,8/1/22
10/3/22,555193726,Material_31,03.10.2022,140,0,2022,10,3,10/3/22
11/3/22,555193726,Material_31,03.11.2022,5,0,2022,11,3,10/31/22
11/3/23,555193726,Material_31,03.11.2023,104,0,2023,11,3,10/30/23
12/3/24,555193726,Material_31,03.12.2024,0,104,2024,12,3,12/2/24
2/4/22,555193726,Material_31,04.02.2022,184,92,2022,2,4,1/31/22
2/4/23,555193726,Material_31,04.02.2023,0,8,2023,2,4,1/30/23
3/4/22,555193726,Material_31,04.03.2022,84,16,2022,3,4,2/28/22
3/4/24,555193726,Material_31,04.03.2024,168,8,2024,3,4,3/4/24
4/4/22,555193726,Material_31,04.04.2022,360,0,2022,4,4,4/4/22
4/4/24,555193726,Material_31,04.04.2024,0,152,2024,4,4,4/1/24
5/4/22,555193726,Material_31,04.05.2022,160,0,2022,5,4,5/2/22
6/4/22,555193726,Material_31,04.06.2022,116,0,2022,6,4,5/30/22
8/4/22,555193726,Material_31,04.08.2022,4,0,2022,8,4,8/1/22
8/4/23,555193726,Material_31,04.08.2023,156,0,2023,8,4,7/31/23
9/4/23,555193726,Material_31,04.09.2023,588,0,2023,9,4,9/4/23
9/4/24,555193726,Material_31,04.09.2024,222,2,2024,9,4,9/2/24
10/4/22,555193726,Material_31,04.10.2022,8,0,2022,10,4,10/3/22
10/4/23,555193726,Material_31,04.10.2023,52,0,2023,10,4,10/2/23
10/4/24,555193726,Material_31,04.10.2024,124,52,2024,10,4,9/30/24
11/4/22,555193726,Material_31,04.11.2022,64,0,2022,11,4,10/31/22
12/4/23,555193726,Material_31,04.12.2023,404,0,2023,12,4,12/4/23
1/5/23,555193726,Material_31,05.01.2023,88,0,2023,1,5,1/2/23
1/5/24,555193726,Material_31,05.01.2024,900,0,2024,1,5,1/1/24
2/5/22,555193726,Material_31,05.02.2022,0,8,2022,2,5,1/31/22
2/5/24,555193726,Material_31,05.02.2024,36,0,2024,2,5,2/5/24
4/5/22,555193726,Material_31,05.04.2022,48,32,2022,4,5,4/4/22
4/5/23,555193726,Material_31,05.04.2023,168,0,2023,4,5,4/3/23
4/5/24,555193726,Material_31,05.04.2024,128,152,2024,4,5,4/1/24
5/5/22,555193726,Material_31,05.05.2022,4,0,2022,5,5,5/2/22
6/5/23,555193726,Material_31,05.06.2023,192,20,2023,6,5,6/5/23
6/5/24,555193726,Material_31,05.06.2024,84,0,2024,6,5,6/3/24
7/5/22,555193726,Material_31,05.07.2022,104,0,2022,7,5,7/4/22
7/5/23,555193726,Material_31,05.07.2023,168,4,2023,7,5,7/3/23
7/5/24,555193726,Material_31,05.07.2024,40,0,2024,7,5,7/1/24
8/5/22,555193726,Material_31,05.08.2022,58,6,2022,8,5,8/1/22
8/5/24,555193726,Material_31,05.08.2024,144,0,2024,8,5,8/5/24
9/5/22,555193726,Material_31,05.09.2022,104,0,2022,9,5,9/5/22
9/5/23,555193726,Material_31,05.09.2023,0,24,2023,9,5,9/4/23
10/5/22,555193726,Material_31,05.10.2022,136,0,2022,10,5,10/3/22
10/5/23,555193726,Material_31,05.10.2023,2,2,2023,10,5,10/2/23
12/5/22,555193726,Material_31,05.12.2022,284,20,2022,12,5,12/5/22
1/6/22,555193726,Material_31,06.01.2022,72,4,2022,1,6,1/3/22
1/6/23,555193726,Material_31,06.01.2023,0,176,2023,1,6,1/2/23
2/6/23,555193726,Material_31,06.02.2023,192,68,2023,2,6,2/6/23
2/6/24,555193726,Material_31,06.02.2024,0,36,2024,2,6,2/5/24
3/6/23,555193726,Material_31,06.03.2023,132,0,2023,3,6,3/6/23
3/6/24,555193726,Material_31,06.03.2024,49,169,2024,3,6,3/4/24
4/6/22,555193726,Material_31,06.04.2022,140,292,2022,4,6,4/4/22
5/6/22,555193726,Material_31,06.05.2022,80,8,2022,5,6,5/2/22
5/6/24,555193726,Material_31,06.05.2024,108,0,2024,5,6,5/6/24
6/6/22,555193726,Material_31,06.06.2022,168,0,2022,6,6,6/6/22
7/6/22,555193726,Material_31,06.07.2022,4,0,2022,7,6,7/4/22
7/6/23,555193726,Material_31,06.07.2023,1,1,2023,7,6,7/3/23
9/6/22,555193726,Material_31,06.09.2022,4,0,2022,9,6,9/5/22
9/6/23,555193726,Material_31,06.09.2023,28,560,2023,9,6,9/4/23
9/6/24,555193726,Material_31,06.09.2024,148,0,2024,9,6,9/2/24
10/6/22,555193726,Material_31,06.10.2022,4,0,2022,10,6,10/3/22
10/6/23,555193726,Material_31,06.10.2023,100,0,2023,10,6,10/2/23
11/6/24,555193726,Material_31,06.11.2024,144,0,2024,11,6,11/4/24
12/6/22,555193726,Material_31,06.12.2022,4,0,2022,12,6,12/5/22
12/6/23,555193726,Material_31,06.12.2023,89,1,2023,12,6,12/4/23
1/7/22,555193726,Material_31,07.01.2022,40,0,2022,1,7,1/3/22
1/7/23,555193726,Material_31,07.01.2023,432,112,2023,1,7,1/2/23
2/7/22,555193726,Material_31,07.02.2022,109,185,2022,2,7,2/7/22
2/7/23,555193726,Material_31,07.02.2023,4,0,2023,2,7,2/6/23
2/7/24,555193726,Material_31,07.02.2024,272,232,2024,2,7,2/5/24
3/7/22,555193726,Material_31,07.03.2022,208,8,2022,3,7,3/7/22
4/7/22,555193726,Material_31,07.04.2022,12,0,2022,4,7,4/4/22
5/7/22,555193726,Material_31,07.05.2022,0,12,2022,5,7,5/2/22
5/7/24,555193726,Material_31,07.05.2024,0,108,2024,5,7,5/6/24
6/7/22,555193726,Material_31,07.06.2022,80,0,2022,6,7,6/6/22
6/7/23,555193726,Material_31,07.06.2023,100,192,2023,6,7,6/5/23
6/7/24,555193726,Material_31,07.06.2024,88,0,2024,6,7,6/3/24
7/7/22,555193726,Material_31,07.07.2022,104,0,2022,7,7,7/4/22
7/7/23,555193726,Material_31,07.07.2023,92,4,2023,7,7,7/3/23
9/7/22,555193726,Material_31,07.09.2022,68,100,2022,9,7,9/5/22
10/7/22,555193726,Material_31,07.10.2022,132,136,2022,10,7,10/3/22
10/7/24,555193726,Material_31,07.10.2024,148,124,2024,10,7,10/7/24
11/7/23,555193726,Material_31,07.11.2023,0,100,2023,11,7,11/6/23
11/7/24,555193726,Material_31,07.11.2024,0,144,2024,11,7,11/4/24
12/7/22,555193726,Material_31,07.12.2022,84,484,2022,12,7,12/5/22
2/8/22,555193726,Material_31,08.02.2022,16,0,2022,2,8,2/7/22
2/8/23,555193726,Material_31,08.02.2023,136,192,2023,2,8,2/6/23
3/8/22,555193726,Material_31,08.03.2022,4,0,2022,3,8,3/7/22
3/8/23,555193726,Material_31,08.03.2023,72,132,2023,3,8,3/6/23
3/8/24,555193726,Material_31,08.03.2024,68,40,2024,3,8,3/4/24
4/8/24,555193726,Material_31,08.04.2024,56,128,2024,4,8,4/8/24
5/8/23,555193726,Material_31,08.05.2023,60,4,2023,5,8,5/8/23
5/8/24,555193726,Material_31,08.05.2024,181,1,2024,5,8,5/6/24
6/8/22,555193726,Material_31,08.06.2022,152,284,2022,6,8,6/6/22
7/8/22,555193726,Material_31,08.07.2022,36,0,2022,7,8,7/4/22
7/8/24,555193726,Material_31,08.07.2024,188,0,2024,7,8,7/8/24
8/8/22,555193726,Material_31,08.08.2022,164,0,2022,8,8,8/8/22
8/8/23,555193726,Material_31,08.08.2023,0,20,2023,8,8,8/7/23
9/8/22,555193726,Material_31,08.09.2022,0,4,2022,9,8,9/5/22
9/8/23,555193726,Material_31,08.09.2023,20,36,2023,9,8,9/4/23
10/8/22,555193726,Material_31,08.10.2022,0,4,2022,10,8,10/3/22
11/8/22,555193726,Material_31,08.11.2022,152,0,2022,11,8,11/7/22
11/8/24,555193726,Material_31,08.11.2024,120,0,2024,11,8,11/4/24
2/9/22,555193726,Material_31,09.02.2022,82,2,2022,2,9,2/7/22
2/9/23,555193726,Material_31,09.02.2023,12,0,2023,2,9,2/6/23
2/9/24,555193726,Material_31,09.02.2024,36,40,2024,2,9,2/5/24
3/9/22,555193726,Material_31,09.03.2022,101,85,2022,3,9,3/7/22
3/9/23,555193726,Material_31,09.03.2023,44,0,2023,3,9,3/6/23
5/9/22,555193726,Material_31,09.05.2022,76,84,2022,5,9,5/9/22
5/9/23,555193726,Material_31,09.05.2023,0,12,2023,5,9,5/8/23
6/9/22,555193726,Material_31,09.06.2022,24,80,2022,6,9,6/6/22
6/9/23,555193726,Material_31,09.06.2023,92,0,2023,6,9,6/5/23
7/9/22,555193726,Material_31,09.07.2022,76,0,2022,7,9,7/4/22
7/9/24,555193726,Material_31,09.07.2024,0,92,2024,7,9,7/8/24
8/9/22,555193726,Material_31,09.08.2022,0,56,2022,8,9,8/8/22
8/9/23,555193726,Material_31,09.08.2023,152,60,2023,8,9,8/7/23
8/9/24,555193726,Material_31,09.08.2024,124,124,2024,8,9,8/5/24
9/9/22,555193726,Material_31,09.09.2022,272,0,2022,9,9,9/5/22
9/9/24,555193726,Material_31,09.09.2024,88,344,2024,9,9,9/9/24
10/9/23,555193726,Material_31,09.10.2023,144,104,2023,10,9,10/9/23
10/9/24,555193726,Material_31,09.10.2024,148,148,2024,10,9,10/7/24
11/9/22,555193726,Material_31,09.11.2022,12,0,2022,11,9,11/7/22
12/9/22,555193726,Material_31,09.12.2022,24,4,2022,12,9,12/5/22
1/10/23,555193726,Material_31,10.01.2023,136,188,2023,1,10,1/9/23
1/10/24,555193726,Material_31,10.01.2024,7044,0,2024,1,10,1/8/24
2/10/22,555193726,Material_31,10.02.2022,4,132,2022,2,10,2/7/22
2/10/23,555193726,Material_31,10.02.2023,88,136,2023,2,10,2/6/23
2/10/24,555193726,Material_31,10.02.2024,2,2,2024,2,10,2/5/24
3/10/22,555193726,Material_31,10.03.2022,16,212,2022,3,10,3/7/22
3/10/23,555193726,Material_31,10.03.2023,84,72,2023,3,10,3/6/23
4/10/23,555193726,Material_31,10.04.2023,120,0,2023,4,10,4/10/23
4/10/24,555193726,Material_31,10.04.2024,148,56,2024,4,10,4/8/24
5/10/22,555193726,Material_31,10.05.2022,16,0,2022,5,10,5/9/22
5/10/23,555193726,Material_31,10.05.2023,48,56,2023,5,10,5/8/23
5/10/24,555193726,Material_31,10.05.2024,52,0,2024,5,10,5/6/24
6/10/22,555193726,Material_31,10.06.2022,232,144,2022,6,10,6/6/22
6/10/23,555193726,Material_31,10.06.2023,0,100,2023,6,10,6/5/23
7/10/23,555193726,Material_31,10.07.2023,260,0,2023,7,10,7/10/23
7/10/24,555193726,Material_31,10.07.2024,84,0,2024,7,10,7/8/24
8/10/22,555193726,Material_31,10.08.2022,44,196,2022,8,10,8/8/22
8/10/23,555193726,Material_31,10.08.2023,0,112,2023,8,10,8/7/23
9/10/22,555193726,Material_31,10.09.2022,0,176,2022,9,10,9/5/22
9/10/24,555193726,Material_31,10.09.2024,0,4,2024,9,10,9/9/24
10/10/22,555193726,Material_31,10.10.2022,108,132,2022,10,10,10/10/22
11/10/22,555193726,Material_31,10.11.2022,84,0,2022,11,10,11/7/22
11/10/23,555193726,Material_31,10.11.2023,240,240,2023,11,10,11/6/23
12/10/22,555193726,Material_31,10.12.2022,100,84,2022,12,10,12/5/22
1/11/22,555193726,Material_31,11.01.2022,68,216,2022,1,11,1/10/22
1/11/23,555193726,Material_31,11.01.2023,4,240,2023,1,11,1/9/23
2/11/22,555193726,Material_31,11.02.2022,116,120,2022,2,11,2/7/22
2/11/23,555193726,Material_31,11.02.2023,0,88,2023,2,11,2/6/23
3/11/22,555193726,Material_31,11.03.2022,141,101,2022,3,11,3/7/22
3/11/24,555193726,Material_31,11.03.2024,108,68,2024,3,11,3/11/24
4/11/22,555193726,Material_31,11.04.2022,4,0,2022,4,11,4/11/22
5/11/22,555193726,Material_31,11.05.2022,1,92,2022,5,11,5/9/22
5/11/24,555193726,Material_31,11.05.2024,0,64,2024,5,11,5/6/24
6/11/22,555193726,Material_31,11.06.2022,0,24,2022,6,11,6/6/22
6/11/24,555193726,Material_31,11.06.2024,0,120,2024,6,11,6/10/24
7/11/22,555193726,Material_31,11.07.2022,136,108,2022,7,11,7/11/22
7/11/23,555193726,Material_31,11.07.2023,0,96,2023,7,11,7/10/23
8/11/22,555193726,Material_31,11.08.2022,12,0,2022,8,11,8/8/22
8/11/23,555193726,Material_31,11.08.2023,40,32,2023,8,11,8/7/23
9/11/23,555193726,Material_31,11.09.2023,120,0,2023,9,11,9/11/23
9/11/24,555193726,Material_31,11.09.2024,104,88,2024,9,11,9/9/24
10/11/22,555193726,Material_31,11.10.2022,16,0,2022,10,11,10/10/22
10/11/23,555193726,Material_31,11.10.2023,48,144,2023,10,11,10/9/23
10/11/24,555193726,Material_31,11.10.2024,144,148,2024,10,11,10/7/24
11/11/22,555193726,Material_31,11.11.2022,1,165,2022,11,11,11/7/22
1/12/22,555193726,Material_31,12.01.2022,0,120,2022,1,12,1/10/22
1/12/23,555193726,Material_31,12.01.2023,324,136,2023,1,12,1/9/23
1/12/24,555193726,Material_31,12.01.2024,12,0,2024,1,12,1/8/24
2/12/22,555193726,Material_31,12.02.2022,0,4,2022,2,12,2/7/22
2/12/24,555193726,Material_31,12.02.2024,124,36,2024,2,12,2/12/24
3/12/22,555193726,Material_31,12.03.2022,0,16,2022,3,12,3/7/22
4/12/22,555193726,Material_31,12.04.2022,128,0,2022,4,12,4/11/22
4/12/23,555193726,Material_31,12.04.2023,232,116,2023,4,12,4/10/23
4/12/24,555193726,Material_31,12.04.2024,112,148,2024,4,12,4/8/24
5/12/22,555193726,Material_31,12.05.2022,4,0,2022,5,12,5/9/22
5/12/23,555193726,Material_31,12.05.2023,28,48,2023,5,12,5/8/23
6/12/24,555193726,Material_31,12.06.2024,220,0,2024,6,12,6/10/24
7/12/22,555193726,Material_31,12.07.2022,8,112,2022,7,12,7/11/22
7/12/23,555193726,Material_31,12.07.2023,80,164,2023,7,12,7/10/23
7/12/24,555193726,Material_31,12.07.2024,116,84,2024,7,12,7/8/24
8/12/22,555193726,Material_31,12.08.2022,244,0,2022,8,12,8/8/22
8/12/23,555193726,Material_31,12.08.2023,0,40,2023,8,12,8/7/23
8/12/24,555193726,Material_31,12.08.2024,172,0,2024,8,12,8/12/24
9/12/22,555193726,Material_31,12.09.2022,72,272,2022,9,12,9/12/22
9/12/23,555193726,Material_31,12.09.2023,0,20,2023,9,12,9/11/23
10/12/22,555193726,Material_31,12.10.2022,112,108,2022,10,12,10/10/22
11/12/22,555193726,Material_31,12.11.2022,88,0,2022,11,12,11/7/22
12/12/22,555193726,Material_31,12.12.2022,0,12,2022,12,12,12/12/22
1/13/22,555193726,Material_31,13.01.2022,68,280,2022,1,13,1/10/22
1/13/23,555193726,Material_31,13.01.2023,0,44,2023,1,13,1/9/23
2/13/24,555193726,Material_31,13.02.2024,1,9,2024,2,13,2/12/24
3/13/23,555193726,Material_31,13.03.2023,140,128,2023,3,13,3/13/23
3/13/24,555193726,Material_31,13.03.2024,136,116,2024,3,13,3/11/24
4/13/22,555193726,Material_31,13.04.2022,52,0,2022,4,13,4/11/22
5/13/22,555193726,Material_31,13.05.2022,112,0,2022,5,13,5/9/22
6/13/22,555193726,Material_31,13.06.2022,236,224,2022,6,13,6/13/22
6/13/23,555193726,Material_31,13.06.2023,240,92,2023,6,13,6/12/23
7/13/22,555193726,Material_31,13.07.2022,106,138,2022,7,13,7/11/22
8/13/22,555193726,Material_31,13.08.2022,0,56,2022,8,13,8/8/22
8/13/24,555193726,Material_31,13.08.2024,1,173,2024,8,13,8/12/24
9/13/22,555193726,Material_31,13.09.2022,8,0,2022,9,13,9/12/22
9/13/23,555193726,Material_31,13.09.2023,28,104,2023,9,13,9/11/23
9/13/24,555193726,Material_31,13.09.2024,72,104,2024,9,13,9/9/24
10/13/22,555193726,Material_31,13.10.2022,0,20,2022,10,13,10/10/22
10/13/23,555193726,Material_31,13.10.2023,92,48,2023,10,13,10/9/23
11/13/24,555193726,Material_31,13.11.2024,0,76,2024,11,13,11/11/24
12/13/22,555193726,Material_31,13.12.2022,168,0,2022,12,13,12/12/22
1/14/22,555193726,Material_31,14.01.2022,0,68,2022,1,14,1/10/22
1/14/23,555193726,Material_31,14.01.2023,140,196,2023,1,14,1/9/23
2/14/22,555193726,Material_31,14.02.2022,129,121,2022,2,14,2/14/22
2/14/23,555193726,Material_31,14.02.2023,16,0,2023,2,14,2/13/23
2/14/24,555193726,Material_31,14.02.2024,64,124,2024,2,14,2/12/24
3/14/22,555193726,Material_31,14.03.2022,152,0,2022,3,14,3/14/22
4/14/23,555193726,Material_31,14.04.2023,96,236,2023,4,14,4/10/23
5/14/22,555193726,Material_31,14.05.2022,0,1,2022,5,14,5/9/22
5/14/24,555193726,Material_31,14.05.2024,0,52,2024,5,14,5/13/24
6/14/22,555193726,Material_31,14.06.2022,0,8,2022,6,14,6/13/22
6/14/23,555193726,Material_31,14.06.2023,4,0,2023,6,14,6/12/23
6/14/24,555193726,Material_31,14.06.2024,56,100,2024,6,14,6/10/24
7/14/22,555193726,Material_31,14.07.2022,24,8,2022,7,14,7/11/22
7/14/23,555193726,Material_31,14.07.2023,84,80,2023,7,14,7/10/23
8/14/23,555193726,Material_31,14.08.2023,404,0,2023,8,14,8/14/23
8/14/24,555193726,Material_31,14.08.2024,252,0,2024,8,14,8/12/24
9/14/22,555193726,Material_31,14.09.2022,36,76,2022,9,14,9/12/22
9/14/23,555193726,Material_31,14.09.2023,0,12,2023,9,14,9/11/23
10/14/22,555193726,Material_31,14.10.2022,112,108,2022,10,14,10/10/22
11/14/23,555193726,Material_31,14.11.2023,2,0,2023,11,14,11/13/23
11/14/24,555193726,Material_31,14.11.2024,0,88,2024,11,14,11/11/24
12/14/22,555193726,Material_31,14.12.2022,16,24,2022,12,14,12/12/22
1/15/22,555193726,Material_31,15.01.2022,88,544,2022,1,15,1/10/22
1/15/24,555193726,Material_31,15.01.2024,44,0,2024,1,15,1/15/24
2/15/22,555193726,Material_31,15.02.2022,14,2,2022,2,15,2/14/22
2/15/23,555193726,Material_31,15.02.2023,136,32,2023,2,15,2/13/23
3/15/22,555193726,Material_31,15.03.2022,8,0,2022,3,15,3/14/22
3/15/23,555193726,Material_31,15.03.2023,100,140,2023,3,15,3/13/23
3/15/24,555193726,Material_31,15.03.2024,64,136,2024,3,15,3/11/24
4/15/24,555193726,Material_31,15.04.2024,40,112,2024,4,15,4/15/24
5/15/23,555193726,Material_31,15.05.2023,88,0,2023,5,15,5/15/23
5/15/24,555193726,Material_31,15.05.2024,128,0,2024,5,15,5/13/24
6/15/22,555193726,Material_31,15.06.2022,108,236,2022,6,15,6/13/22
6/15/23,555193726,Material_31,15.06.2023,104,240,2023,6,15,6/12/23
7/15/22,555193726,Material_31,15.07.2022,112,104,2022,7,15,7/11/22
7/15/24,555193726,Material_31,15.07.2024,108,0,2024,7,15,7/15/24
8/15/23,555193726,Material_31,15.08.2023,0,224,2023,8,15,8/14/23
8/15/24,555193726,Material_31,15.08.2024,0,80,2024,8,15,8/12/24
9/15/22,555193726,Material_31,15.09.2022,0,8,2022,9,15,9/12/22
